sentence,sentiment,agreement
Other potential clients include public administration organizations investing in utility networks and services .,neutral,75
"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",neutral,75
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral,75
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",positive,75
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,neutral,75
The company admits that 36 months is a relatively short time when operating in Russia .,neutral,75
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral,75
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",neutral,75
The first phase will be completed by the end of 2012 .,neutral,75
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",neutral,75
The right margin will be viewed separately in detail with every customer .,neutral,75
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,neutral,75
"The value of the deal exceeds EUR500 ,000 , the company said .",neutral,75
Travel expenses would be reimbursed in accordance with the travel policy of the company .,neutral,75
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive,75
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,neutral,75
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral,75
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral,75
`` It allows the young child to move forward with his life . '',positive,75
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",neutral,75
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,neutral,75
A quick `` one-stop-shop '' to understand the company .,neutral,75
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,neutral,75
"Also , a seven-year historic analysis is provided for these markets .",neutral,75
Also the traditional grapevine carries a lot of weight .,neutral,75
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,positive,75
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",neutral,75
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",neutral,75
Central Europe is an important market area for Honka .,neutral,75
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",positive,75
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",neutral,75
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,neutral,75
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",neutral,75
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",neutral,75
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive,75
"Entire paper mills may be set up , especially in the new EU member states .",neutral,75
FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,neutral,75
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,75
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,neutral,75
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,positive,75
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,neutral,75
However short-term rentals are becoming more popular .,neutral,75
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",neutral,75
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",neutral,75
It is planned to set up the A class business center in the two top storeys of the complex .,neutral,75
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,neutral,75
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",neutral,75
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral,75
( I&H ) in a move to enhance growth .,positive,75
LSC 's 30 employees will move to Ixonos with their existing status and benefits .,neutral,75
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",neutral,75
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive,75
"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",neutral,75
Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,neutral,75
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral,75
Performance is based on values and sustainability .,neutral,75
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,neutral,75
QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,neutral,75
Strategic and operational business information is objectively reported .,neutral,75
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",neutral,75
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,75
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .",neutral,75
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",neutral,75
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",neutral,75
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral,75
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",neutral,75
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .",neutral,75
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,neutral,75
"The competition was received with great enthusiasm by the employees , he goes on .",positive,75
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",neutral,75
The deliveries started in April 2006 and will be completed in 2007 .,neutral,75
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral,75
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",neutral,75
"The important thing now is to keep the bank 's existing 15,000 customers .",neutral,75
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,75
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,75
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,neutral,75
The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,neutral,75
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,75
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral,75
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",neutral,75
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral,75
"The official opening of the office , located in Prague , will be celebrated on May 20 .",neutral,75
"The opportunity will be available only for few employees , however .",neutral,75
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",neutral,75
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral,75
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,75
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral,75
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",neutral,75
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",neutral,75
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral,75
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,neutral,75
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral,75
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,neutral,75
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",neutral,75
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral,75
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,75
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral,75
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral,75
You are warmly welcome !,neutral,75
Approval by shareholders of Cencorp in accordance with Finnish law .,neutral,75
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,75
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral,75
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral,75
`` The CHF is a great product .,positive,75
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",positive,75
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,neutral,75
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral,75
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",neutral,75
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,neutral,75
"After piloting , the instrument will be further developed according to the experiences gained .",neutral,75
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",neutral,75
"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral,75
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral,75
"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",neutral,75
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral,75
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,75
Europe needs 17 new large paper machines .,neutral,75
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive,75
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",neutral,75
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",positive,75
He is resting comfortably and is looking forward to getting back to work . '',neutral,75
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral,75
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",neutral,75
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral,75
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",neutral,75
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral,75
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",neutral,75
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,neutral,75
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral,75
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral,75
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral,75
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,75
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral,75
RusHydro has an agreement to transfer its stakes in OESK and the five ERCs into the trust management of Inter RAO .,neutral,75
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,75
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",neutral,75
The aim is to develop open-source application solutions .,neutral,75
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,75
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .,neutral,75
The company had hoped the new plant would be on stream by the end of 2008 .,neutral,75
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,neutral,75
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .",neutral,75
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",neutral,75
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,75
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral,75
"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",neutral,75
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral,75
"The most important export markets are Norway , Germany , Russia and France .",neutral,75
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",neutral,75
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,neutral,75
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",neutral,75
"The parties have also agreed that L+ñnnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",neutral,75
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,neutral,75
The second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral,75
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .,neutral,75
"To showcase our end-to-end capabilities at the Mobile World Congress , we arranged an internal MeeGo application development competition to entice developers to create new applications .",neutral,75
Together they generate Aspo 's goodwill .,neutral,75
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,neutral,75
"Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .",neutral,75
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",positive,75
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .,neutral,75
"We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .",neutral,75
"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",neutral,75
"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",neutral,75
"Several large stocks tacked lower , however .",negative,75
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",positive,75
EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .,positive,75
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive,75
"`` Following last year 's good profit development , we have entered the current year in a good position .",positive,75
"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",positive,75
It will focus on improving its profitability next year by streamlining operations .,positive,75
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,75
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,positive,75
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,positive,75
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive,75
`` Our design team has long admired Marimekko 's vivid patterns and colors .,positive,75
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",positive,75
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",positive,75
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,positive,75
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,positive,75
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive,75
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive,75
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive,75
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",positive,75
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive,75
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,positive,75
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",positive,75
"However , the bottom-line result improved thanks to positive financial items .",positive,75
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",positive,75
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",positive,75
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive,75
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",positive,75
"We are very pleased with the fine co-operation between the two countries in recent times , he said .",positive,75
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neutral,75
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",positive,75
"According to Bosse , the present cooperation is beneficial to all parties , however .",positive,75
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative,75
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,positive,75
The indexes include the top companies that are committed to sustainable development .,neutral,75
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",positive,75
"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",neutral,75
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,positive,75
Active shipping is essential for Finland .,neutral,75
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral,75
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,positive,75
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,neutral,75
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,neutral,75
Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,neutral,75
"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",positive,75
"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",neutral,75
"So far the company has awarded more than $ 350,000 worth of tools and materials .",neutral,75
The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,neutral,75
"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",neutral,75
`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,neutral,75
"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",neutral,75
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",neutral,75
"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",neutral,75
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",positive,75
Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,neutral,75
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,positive,75
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",neutral,75
The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,neutral,75
The use case dramatically narrows if you go only with the hot s Ltd.,neutral,75
"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",neutral,75
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,neutral,75
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",neutral,75
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",positive,75
This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .,positive,75
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",positive,75
Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .,neutral,75
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral,75
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral,75
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,75
It inspects the companys strategic strengths and weaknesses .,neutral,75
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral,75
"Kesko offers Hilton to open a hotel on Kalinisky prospect in a 18,000-square metres building because of these difficulties .",neutral,75
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,negative,75
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive,75
Aspo 's net sales in 2006 totaled EUR 225.9 million .,neutral,75
E 's building system service had revenue of EUR 355 mln in 2007 .,neutral,75
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral,75
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral,75
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",neutral,75
"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral,75
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive,75
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,75
International operations accounted for over 80 % of net sales .,neutral,75
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral,75
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,positive,75
"Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .",neutral,75
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral,75
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral,75
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,neutral,75
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral,75
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,75
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",neutral,75
"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",neutral,75
"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",neutral,75
The company 's net sales in 2010 totalled MEUR 311.4 with an operating margin of 13.9 per cent .,neutral,75
"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral,75
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral,75
"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",neutral,75
The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral,75
The insurer anticipates its share in Nordea 's net profit to be significant .,positive,75
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",positive,75
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",positive,75
The value of orders on hand totaled EUR 237.1 mn .,neutral,75
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive,75
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,75
3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,positive,75
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",positive,75
Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 .,neutral,75
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,75
