sentence,sentiment,confidence,type
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,1,100,train
The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,1,100,train
EBIT excluding non-recurring items was estimated to increase from 2009 .,1,100,train
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",1,100,train
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",1,100,train
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",1,100,train
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,1,100,train
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",1,100,train
"Net sales will , however , increase from 2005 .",1,100,train
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",1,100,train
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,1,100,train
Olvi expects sales and market share to increase in the first quarter of 2010 .,1,100,train
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,1,100,train
The company expects net sales to significantly increase from 2009 .,1,100,train
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",1,100,train
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",1,100,train
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",1,100,train
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",1,100,train
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",1,100,train
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,1,100,train
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",1,100,train
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",1,100,train
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",1,100,train
Productional situation has now improved .,1,100,train
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",1,100,train
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,1,100,train
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,1,100,train
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",-1,100,train
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",-1,100,train
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,-1,100,train
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,-1,100,train
Sanoma News ' advertising sales decreased by 22 % during the year .,-1,100,train
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",-1,100,train
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,-1,100,train
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",-1,100,train
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",-1,100,train
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",-1,100,train
"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",-1,100,train
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,-1,100,train
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",-1,100,train
"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",-1,100,train
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",-1,100,train
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,-1,100,train
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,-1,100,train
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",-1,100,train
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",-1,100,train
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,-1,100,train
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",-1,100,train
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,-1,100,train
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",-1,100,train
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,-1,100,train
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,-1,100,train
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,-1,100,train
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",-1,100,train
"`` Adjustment to the fall in price level , in contrast , has been less effective .",-1,100,train
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",-1,100,train
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,-1,100,train
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",-1,100,train
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,-1,100,train
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,-1,100,train
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",-1,100,train
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",-1,100,train
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,-1,100,train
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",-1,100,train
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,-1,100,train
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,-1,100,train
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,-1,100,train
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",-1,100,train
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",-1,100,train
`` Those uncertainties cloud the long-term outlook . '',-1,100,train
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",-1,100,train
Reported operating margin was a negative 5.9 % .,-1,100,train
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",-1,100,train
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",-1,100,train
Scanfil has also issued a profit warning .,-1,100,train
Talentum 's net sales in September were smaller than expected .,-1,100,train
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",-1,100,train
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",-1,100,train
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",-1,100,train
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",-1,100,train
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",-1,100,train
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,-1,100,train
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,-1,100,train
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",-1,100,train
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",-1,100,train
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",-1,100,train
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",-1,100,train
Device volume in the area decreased by 21 % to 2.7 mn units .,-1,100,train
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,-1,100,train
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",-1,100,train
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",-1,100,train
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,-1,100,train
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,-1,100,train
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",-1,100,train
"Exports of goods fell by 59 % , and imports by 16.7 % .",-1,100,train
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,-1,100,train
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,-1,100,train
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,-1,100,train
Sales of mid-strength beer decreased by 40 % .,-1,100,train
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,-1,100,train
Cash Flow from Operations for the most recent quarter also reached a eight year low .,-1,100,train
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",-1,100,train
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",-1,100,train
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",-1,100,train
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",-1,100,train
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",-1,100,train
"- Demand for fireplace products was lower than expected , especially in Germany .",-1,100,train
"However , the growth margin slowed down due to the financial crisis .",-1,100,train
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",-1,100,train
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,-1,100,train
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",-1,100,train
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,-1,100,train
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",-1,100,train
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,-1,100,train
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,-1,100,train
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,-1,100,train
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,-1,100,train
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",-1,100,train
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",-1,100,train
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",-1,100,train
Net sales fell by 5 % from the previous accounting period .,-1,100,train
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",-1,100,train
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",-1,100,train
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",-1,100,train
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,-1,100,train
Scanfil issued a profit warning on 10 April 2006 .,-1,100,train
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",-1,100,train
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",-1,100,train
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",-1,100,train
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",-1,100,train
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,-1,100,train
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",-1,100,train
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",-1,100,train
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",-1,100,train
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",-1,100,train
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",-1,100,train
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,-1,100,train
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",-1,100,train
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",-1,100,train
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",-1,100,train
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",-1,100,train
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",-1,100,train
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",-1,100,train
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",-1,100,train
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",-1,100,train
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",-1,100,train
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,-1,100,train
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",-1,100,train
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,-1,100,train
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,-1,100,train
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",-1,100,train
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,-1,100,train
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",-1,100,train
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",-1,100,train
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,-1,100,train
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",-1,100,train
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,-1,100,train
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",-1,100,train
"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",-1,100,train
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",-1,100,train
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",-1,100,train
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,-1,100,train
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",-1,100,train
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",-1,100,train
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",-1,100,train
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,-1,100,train
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,-1,100,train
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,-1,100,train
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",-1,100,train
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,-1,100,train
"Cash flow after investments amounted to EUR45m , down from EUR46m .",-1,100,train
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,-1,100,train
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,-1,100,train
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,-1,100,train
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,-1,100,train
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",-1,100,train
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",-1,100,train
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,-1,100,train
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,-1,100,train
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",-1,100,train
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",-1,100,train
Net sales have been eaten by the weak US dollar .,-1,100,train
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",-1,100,train
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",-1,100,train
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",-1,100,train
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",-1,100,train
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",-1,100,train
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,-1,100,train
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",-1,100,train
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",-1,100,train
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",-1,100,train
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",-1,100,train
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,-1,100,train
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",-1,100,train
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",-1,100,train
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,-1,100,train
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,-1,100,train
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",-1,100,train
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,-1,100,train
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",-1,100,train
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,-1,100,train
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",-1,100,train
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",-1,100,train
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",-1,100,train
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",-1,100,train
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",-1,100,train
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea",-1,100,train
The situation of coated magazine printing paper will continue to be weak .,-1,100,train
EPS dropped to EUR0 .2 from EUR0 .3 .,-1,100,train
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",-1,100,train
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",-1,100,train
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",-1,100,train
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",-1,100,train
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",-1,100,train
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,-1,100,train
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",-1,100,train
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",-1,100,train
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",-1,100,train
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",-1,100,train
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",-1,100,train
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",-1,100,train
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",-1,100,train
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,-1,100,train
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",-1,100,train
Salonen added that data shows producers ' pulp inventories in North America are declining . ',-1,100,train
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",-1,100,train
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,-1,100,train
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",-1,100,train
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",-1,100,train
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",-1,100,train
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,-1,100,train
